City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,vila franca do campo,37.7167,-25.4333,23.82,99,90,6.6,PT,1695756414
83,marianna,30.7744,-85.2269,28.05,83,75,3.6,US,1695756489
84,college,64.8569,-147.8028,6.15,73,20,2.57,US,1695756269
85,coronel suarez,-37.4547,-61.9334,16.85,47,43,2.4,AR,1695756490
86,newnham,-41.3833,147.1333,7.7,93,100,2.06,AU,1695756490
87,wailua homesteads,22.0669,-159.378,27.24,70,0,8.23,US,1695756194
88,blackmans bay,-43.0167,147.3167,5.85,91,80,1.94,AU,1695756195
89,howard springs,-12.497,131.047,23.95,79,77,0.97,AU,1695756395
90,udachny,66.4167,112.4,1.36,92,100,4.97,RU,1695756235
91,port elizabeth,-33.918,25.5701,15.17,72,40,4.12,ZA,1695756242
92,novyy turtkul',41.55,61.0167,13.95,27,0,4.3,UZ,1695756493
93,puerto aysen,-45.4,-72.7,5.34,99,100,2.7,CL,1695756493
94,santa cruz,-17.8,-63.1667,36.03,38,20,11.83,BO,1695756028
95,alpine,32.835,-116.7664,30.37,49,0,1.34,US,1695756261
96,morteros,-30.7116,-61.9986,17.22,52,100,8.92,AR,1695756211
97,sitka,57.0531,-135.33,13.94,72,100,5.14,US,1695756299
98,st. john's,47.5649,-52.7093,13.15,82,100,7.2,CA,1695756035
99,taoudenni,22.6783,-3.9836,40.19,8,0,3.77,ML,1695756495
100,carnarvon,-24.8667,113.6333,21.67,48,0,3.61,AU,1695756302
101,kroya,-7.6331,109.2461,22.74,89,64,2.08,ID,1695756496
102,queenstown,-31.8976,26.8753,8.69,77,100,3.97,ZA,1695756496
103,puerto natales,-51.7236,-72.4875,10.25,57,100,8.75,CL,1695756115
104,utrik,11.2278,169.8474,28.35,78,100,5.88,MH,1695756244
105,bredasdorp,-34.5322,20.0403,12.1,81,56,1.16,ZA,1695756206
106,fisterra,42.9049,-9.2629,19.45,83,100,1.15,ES,1695756497
107,marsh harbour,26.5412,-77.0636,29.07,76,100,5.34,BS,1695756404
108,nyala,12.05,24.8833,30.34,46,25,3.67,SD,1695756498
109,pamplona,42.8169,-1.6432,19.99,78,0,1.54,ES,1695756499
110,codrington,-38.2667,141.9667,8.76,77,100,4.16,AU,1695756292
111,luoyang,34.6836,112.4536,18.57,83,82,1.65,CN,1695756499
112,susuman,62.7833,148.1667,-4.88,88,69,0.59,RU,1695756229
113,kushima,31.4583,131.2333,22.78,88,1,2.07,JP,1695756500
114,semdinli,37.3051,44.5742,18.02,61,35,3.44,TR,1695756501
115,commerce,34.0006,-118.1598,32.29,54,0,4.63,US,1695756501
116,hajin,34.6927,40.827,31.3,22,0,2.81,SY,1695756501
117,revda,56.801,59.9303,6.08,92,17,2.02,RU,1695756502
118,bay harbor,30.1471,-85.6146,26.12,86,100,3.09,US,1695756502
119,vilyuchinsk,52.9306,158.4028,2.15,82,0,4.03,RU,1695756259
120,isafjordur,66.0755,-23.124,5.0,97,100,16.26,IS,1695756244
121,san borja,-14.8167,-66.85,41.9,21,39,4.15,BO,1695756503
122,bayanhongor,46.7167,100.1167,-2.22,38,30,0.98,MN,1695756504
123,port moresby,-9.4431,147.1797,23.65,90,100,3.88,PG,1695756321
124,lensk,60.7253,114.9278,6.94,73,89,1.36,RU,1695756505
125,avarua,-21.2078,-159.775,23.03,73,75,5.66,CK,1695756250
126,rebrikha,53.0733,82.3408,3.01,83,0,2.11,RU,1695756505
127,kuanda,56.3161,116.0806,6.67,84,68,0.87,RU,1695756251
128,san ignacio de velasco,-16.3667,-60.95,40.74,18,6,6.06,BO,1695756506
129,pemangkat,1.1667,108.9667,26.33,82,100,2.68,ID,1695756507
130,uyuni,-20.4597,-66.825,17.88,16,0,6.44,BO,1695756507
131,west island,-12.1568,96.8225,25.99,83,75,4.63,CC,1695756202
132,shizunai-furukawacho,42.3339,142.3669,17.02,85,100,2.01,JP,1695756508
133,thunder bay,48.4001,-89.3168,18.99,63,40,5.14,CA,1695756291
134,magadan,59.5667,150.8,3.65,71,80,2.69,RU,1695756303
135,papatowai,-46.5619,169.4708,6.04,92,98,2.27,NZ,1695756191
136,casariche,37.3037,-4.7582,26.52,43,6,3.76,ES,1695756509
137,sur,22.5667,59.5289,27.45,63,100,3.59,OM,1695756510
138,fort bragg,35.139,-79.006,25.75,70,100,4.12,US,1695756191
139,mikomeseng,2.1361,10.6132,21.61,99,70,1.3,GQ,1695756511
140,east ballina,-28.8667,153.5833,13.22,85,0,3.4,AU,1695756511
141,verdal,63.7933,11.4817,17.02,70,0,1.82,NO,1695756511
142,ust-tsilma,65.441,52.1498,10.8,93,100,4.53,RU,1695756512
143,port saint john's,-31.6229,29.5448,16.94,64,88,10.27,ZA,1695756296
144,mlangali,-9.7833,34.5167,16.06,69,3,2.96,TZ,1695756513
145,bengkulu,-3.8004,102.2655,23.05,94,70,1.72,ID,1695756238
146,nova sintra,14.8667,-24.7167,24.23,78,98,4.28,CV,1695756223
147,charters towers,-20.1,146.2667,14.79,91,5,3.17,AU,1695756514
148,coquimbo,-29.9533,-71.3436,18.85,45,0,5.66,CL,1695756196
149,malango,-2.9627,119.9001,17.54,86,100,0.99,ID,1695756514
150,kone,-21.0595,164.8658,15.59,77,23,1.8,NC,1695756515
151,inhambane,-23.865,35.3833,23.69,91,65,4.28,MZ,1695756515
152,kerikeri,-35.2268,173.9474,12.17,84,38,3.9,NZ,1695756388
153,balqash,46.8481,74.995,18.3,53,100,1.16,KZ,1695756516
154,labrador city,52.9463,-66.9114,16.95,29,40,3.09,CA,1695756230
155,ambato boeny,-16.4667,46.7167,25.59,46,5,4.34,MG,1695756517
156,jamestown,42.097,-79.2353,18.77,77,100,4.63,US,1695756214
157,saipan,15.1355,145.701,27.39,83,100,2.06,MP,1695756221
158,dingcheng,32.1272,115.0394,20.33,88,100,0.59,CN,1695756518
159,crane,31.3974,-102.3501,30.3,39,74,2.19,US,1695756518
160,fada,9.5667,8.3,20.1,95,100,3.29,NG,1695756519
161,panama city beach,30.1766,-85.8055,26.16,87,100,3.58,US,1695756519
162,kedrovyy,56.1667,91.8167,5.23,78,100,0.07,RU,1695756519
163,yuzhno-sukhokumsk,44.6581,45.6436,18.54,62,10,5.08,RU,1695756520
164,port alfred,-33.5906,26.891,14.54,86,100,1.34,ZA,1695756273
165,baker city,44.7749,-117.8344,17.55,50,100,5.14,US,1695756521
166,tannum sands,-23.9504,151.3693,13.94,88,0,2.57,AU,1695756521
167,sinop,41.7711,34.8709,15.41,78,2,1.41,TR,1695756522
168,chilliwack,49.1747,-121.9443,17.33,90,100,1.79,CA,1695756290
169,menemen,38.6075,27.0694,24.65,78,0,0.0,TR,1695756523
170,alice springs,-23.7,133.8833,13.75,38,7,2.57,AU,1695756523
171,timbiqui,2.7717,-77.6654,28.77,79,80,3.39,CO,1695756523
172,kolonia town,6.964,158.206,25.0,100,100,1.54,FM,1695756524
173,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,8.23,EC,1695756154
174,east london,-33.0153,27.9116,15.32,74,100,10.23,ZA,1695756343
175,bamiantong,44.9333,130.5333,12.48,91,18,1.95,CN,1695756525
176,hobyo,5.3505,48.5268,25.99,84,76,11.5,SO,1695756526
177,badger,64.8,-147.5333,6.1,70,20,2.57,US,1695756228
178,sinabang,2.4803,96.3801,25.88,80,98,2.78,ID,1695756353
179,mata-utu,-13.2816,-176.1745,27.35,78,97,7.17,WF,1695756527
180,bamboo flat,11.7,92.7167,26.05,89,75,0.0,IN,1695756527
181,vadso,70.0744,29.7487,10.49,87,20,2.57,NO,1695756528
182,santa ana,33.7456,-117.8678,32.45,55,0,4.12,US,1695755887
183,thompson,55.7435,-97.8558,22.09,56,40,4.12,CA,1695756277
184,tolanaro,-25.0319,46.9987,23.04,78,20,11.83,MG,1695756319
185,extrema,-22.8547,-46.3183,32.45,32,81,1.69,BR,1695756529
186,sokoni,-6.4333,39.55,25.47,79,6,6.7,TZ,1695756529
187,rudbar,30.15,62.6,22.92,16,0,3.06,AF,1695756530
188,arraial do cabo,-22.9661,-42.0278,27.98,83,20,6.69,BR,1695756269
189,zhaotong,27.3167,103.7167,14.73,94,93,0.47,CN,1695756531
190,thames,-37.1333,175.5333,11.33,86,90,5.43,NZ,1695756531
191,kayangel,8.0823,134.7173,27.59,81,100,9.29,PW,1695756261
192,tahlequah,35.9154,-94.97,31.13,36,0,2.21,US,1695756532
193,la sarre,48.8002,-79.1996,19.28,38,0,3.2,CA,1695756532
194,wanning,18.8003,110.3967,26.55,90,100,2.51,CN,1695756533
195,weno,7.4515,151.8468,26.97,94,100,3.6,FM,1695756533
196,hasaki,35.7333,140.8333,22.38,86,45,1.58,JP,1695756029
197,pont rouge,48.8833,-72.0825,17.06,46,0,0.82,CA,1695756534
198,hamilton,39.1834,-84.5333,29.22,54,40,3.09,US,1695756132
199,mazatlan,23.2167,-106.4167,34.95,68,40,4.12,MX,1695756535
200,leh,34.1667,77.5833,9.41,28,0,1.86,IN,1695756535
201,okha,53.5739,142.9478,6.54,89,100,3.62,RU,1695756536
202,dakhla,23.6848,-15.958,23.01,73,100,10.29,EH,1695756536
203,cannonvale,-20.2833,148.7,21.66,68,11,5.17,AU,1695756322
204,christchurch,-43.5333,172.6333,7.73,77,75,5.66,NZ,1695755886
205,aoulef,26.9667,1.0833,36.68,11,40,1.16,DZ,1695756537
206,gadzhiyevo,69.2551,33.3362,8.2,94,95,4.77,RU,1695756537
207,keflavik,64.0049,-22.5624,11.95,66,75,8.23,IS,1695756297
208,oranjemund,-28.55,16.4333,14.13,82,0,7.07,NA,1695756222
209,anatoli,39.6389,20.8653,20.86,53,100,8.05,GR,1695756538
210,tucupita,9.0622,-62.051,32.25,56,100,1.87,VE,1695756431
211,nar'yan-mar,67.6713,53.087,9.66,96,100,6.21,RU,1695756298
212,sao vicente,-23.9631,-46.3919,40.1,89,100,2.06,BR,1695756539
213,pyhajarvi,67.0701,27.2176,10.42,95,30,4.5,FI,1695756540
214,turpan,42.9333,89.1667,18.64,31,6,0.71,CN,1695756540
215,belek,36.8628,31.0556,25.55,72,93,1.86,TR,1695756541
216,dunedin,-45.8742,170.5036,7.67,80,100,0.45,NZ,1695756278
217,lihue,21.9789,-159.3672,27.58,70,0,8.23,US,1695755953
218,ozalp,38.6548,43.993,12.62,65,37,2.53,TR,1695756269
219,roskovec,40.7375,19.7022,24.31,42,100,0.96,AL,1695756542
220,vila velha,-20.3297,-40.2925,26.08,83,40,5.81,BR,1695756123
221,praia,14.9215,-23.5087,29.3,61,0,4.12,CV,1695756401
222,tindouf,27.6711,-8.1474,36.25,11,0,5.14,DZ,1695756543
223,la'ie,21.6477,-157.9253,28.98,67,15,7.53,US,1695756358
224,whitecourt,54.1502,-115.6855,17.58,45,75,4.63,CA,1695756544
225,tromso,69.6496,18.957,11.01,87,75,9.26,NO,1695756545
226,amga,60.8953,131.9608,1.17,86,0,0.5,RU,1695756545
227,broken hill,-31.95,141.4333,13.03,56,82,6.87,AU,1695756546
228,north bend,43.4065,-124.2243,19.02,68,100,8.75,US,1695756546
229,longyearbyen,78.2186,15.6401,-7.09,79,20,2.06,SJ,1695756198
230,villa la angostura,-40.7617,-71.6463,4.51,77,89,3.86,AR,1695756547
231,senekal,-28.3197,27.6208,8.72,60,6,5.91,ZA,1695756547
232,bodo,67.28,14.405,14.87,78,75,10.8,NO,1695756298
233,georgetown,5.4112,100.3354,25.96,97,20,0.0,MY,1695756064
234,atafu village,-8.5421,-172.5159,28.07,72,24,3.66,TK,1695756218
235,mount isa,-20.7333,139.5,22.87,27,1,3.09,AU,1695756270
236,veraval,20.9,70.3667,26.8,81,100,3.56,IN,1695756304
237,vilyuysk,63.7553,121.6247,4.05,79,100,2.13,RU,1695756549
238,tralee,52.2704,-9.7026,11.29,89,92,2.45,IE,1695756198
239,flin flon,54.7682,-101.865,21.91,56,40,4.63,CA,1695756379
240,coyhaique,-45.5752,-72.0662,8.97,57,100,1.54,CL,1695756550
241,kefamenanu,-9.4467,124.4781,19.21,87,73,1.39,ID,1695756551
242,sungailiat,-1.85,106.1333,25.87,77,14,4.11,ID,1695756551
243,fortuna,40.5982,-124.1573,20.37,67,20,0.0,US,1695756262
244,nuriootpa,-34.4833,139.0,10.45,94,0,2.23,AU,1695756552
245,narvik,68.4384,17.4272,12.99,99,100,3.99,NO,1695756528
246,country club estates,31.2127,-81.4643,23.35,99,100,5.14,US,1695756553
247,hammerfest,70.6634,23.6821,10.25,87,75,4.63,NO,1695756256
248,castillos,-34.1667,-53.8333,10.51,90,100,4.46,UY,1695756554
249,shimoda,34.6667,138.95,22.28,82,14,2.67,JP,1695756351
250,saint-francois,46.4154,3.9054,17.04,88,0,1.03,FR,1695756364
251,post,33.1909,-101.3782,30.54,32,0,0.75,US,1695756555
252,kirensk,57.7853,108.1119,7.09,94,12,2.27,RU,1695756555
253,masterton,-40.9597,175.6575,8.27,97,100,6.65,NZ,1695756326
254,peace river,56.2501,-117.286,16.17,67,75,2.57,CA,1695756556
255,murghob,38.1702,73.9667,3.77,25,17,1.11,TJ,1695756556
256,zhanaozen,43.3,52.8,19.82,30,0,5.51,KZ,1695756557
257,haiku-pauwela,20.9219,-156.3051,26.69,73,40,6.71,US,1695756249
258,ilhabela,-23.7781,-45.3581,23.28,93,74,4.55,BR,1695756557
259,hurricane,37.1753,-113.2899,32.19,22,4,2.24,US,1695756558
260,al kharijah,25.4514,30.5464,30.63,18,0,3.91,EG,1695756314
261,as sulayyil,20.4607,45.5779,33.14,13,0,3.05,SA,1695756559
262,namibe,-15.1961,12.1522,18.4,86,88,1.09,AO,1695756559
263,ketchikan,55.3422,-131.6461,13.99,94,100,9.26,US,1695756560
264,ulan bator,47.9077,106.8832,3.07,75,75,2.0,MN,1695756512
265,nizhniy kuranakh,58.8353,125.4869,2.94,93,27,0.37,RU,1695756560
266,constitucion,-35.3333,-72.4167,14.22,58,0,10.25,CL,1695756561
267,tailai,46.3833,123.4,14.3,37,82,3.65,CN,1695756561
268,aykhal,66.0,111.5,1.0,78,100,6.88,RU,1695756295
269,karagandy,49.8019,73.1021,6.97,61,100,0.23,KZ,1695756562
270,papao,-17.75,-149.55,26.82,86,38,8.28,PF,1695756562
271,shimla,31.1,77.1667,13.0,81,0,2.08,IN,1695756350
272,kupang,-10.1667,123.5833,24.32,73,8,1.54,ID,1695756563
273,warora,20.2333,79.0,25.3,89,100,0.93,IN,1695756563
274,sechura,-5.5569,-80.8222,27.26,54,27,6.81,PE,1695756564
275,selfoss,63.9331,-20.9971,10.02,82,100,11.06,IS,1695756281
276,aqadyr,48.2553,72.8483,16.54,50,100,0.83,KZ,1695756565
277,menongue,-14.6585,17.691,21.52,18,3,2.12,AO,1695756565
278,shitanjing,39.2342,106.3439,13.25,26,100,2.93,CN,1695756566
279,mugia,43.1041,-9.2179,19.53,84,100,0.3,ES,1695756566
280,kruisfontein,-34.0033,24.7314,13.82,77,96,4.7,ZA,1695756215
281,lepsy,46.235,78.9456,15.33,59,41,4.95,KZ,1695756567
282,qaqortoq,60.7167,-46.0333,5.34,47,0,1.79,GL,1695756286
283,al ghayzah,16.2079,52.176,26.11,83,72,3.41,YE,1695756568
284,penarroya-pueblonuevo,38.3,-5.2667,25.81,32,13,2.09,ES,1695756569
285,yulinshi,38.2906,109.7494,18.88,35,100,1.81,CN,1695756569
286,umba,66.6871,34.3429,10.13,94,32,4.63,RU,1695756570
287,okhotsk,59.3833,143.3,4.33,57,77,3.89,RU,1695756400
288,tazacorte,28.629,-17.9293,25.54,94,20,3.6,ES,1695756570
289,vanimo,-2.6741,141.3028,24.9,90,100,2.38,PG,1695756245
290,rongelap,11.1635,166.8941,28.65,74,100,6.08,MH,1695756285
291,cockburn town,21.4612,-71.1419,29.21,75,59,6.73,TC,1695756571
292,cabo san lucas,22.8909,-109.9124,35.9,71,0,3.6,MX,1695755753
293,big stone gap,36.8677,-82.7745,28.42,38,0,0.47,US,1695756300
294,minab,27.1467,57.0801,30.61,40,0,0.31,IR,1695756573
295,san patricio,28.017,-97.5169,33.99,38,0,2.59,US,1695756331
296,kourou,5.1552,-52.6478,29.03,62,100,4.87,GF,1695756225
297,rio grande,-32.035,-52.0986,15.06,95,100,7.66,BR,1695756292
298,lesnoy,57.6198,63.0784,6.97,77,13,1.65,RU,1695756574
299,olyokminsk,60.3736,120.4264,7.61,91,24,0.51,RU,1695756575
300,nuku'alofa,-21.1333,-175.2,24.19,83,20,6.17,TO,1695756099
301,tobelo,1.7284,128.0095,24.94,80,75,2.58,ID,1695756576
302,vygonichi,53.0985,34.0673,10.87,66,83,2.33,RU,1695756576
303,arteche,12.2645,125.4048,24.7,93,3,2.44,PH,1695756577
304,nizhniy odes,63.6445,54.856,9.87,94,100,4.57,RU,1695756577
305,brookings,44.3114,-96.7984,19.54,80,75,3.6,US,1695756332
306,punta cana,18.5818,-68.4043,30.87,70,40,4.12,DO,1695756489
307,linghai,41.1653,121.3667,16.02,88,69,2.17,CN,1695756578
308,'ain el turk,35.7438,-0.7693,22.5,73,20,3.6,DZ,1695756579
309,kardla,58.9978,22.7492,13.36,83,100,2.88,EE,1695756579
310,recani,31.2846,-4.2688,32.19,17,0,4.62,MA,1695756580
311,bojnurd,37.4747,57.329,17.97,45,0,5.14,IR,1695756580
312,broome,42.2506,-75.833,18.7,77,75,3.13,US,1695756580
313,luderitz,-26.6481,15.1594,19.77,47,0,8.89,NA,1695756581
314,tarawa,1.419,172.984,27.05,89,75,0.0,KI,1695756581
315,koryazhma,61.3143,47.1691,12.17,85,100,3.5,RU,1695756188
316,glasgow,55.8652,-4.2576,13.23,86,92,4.12,GB,1695756430
317,harlingen,26.1906,-97.6961,36.95,48,40,2.06,US,1695756301
318,kargil,34.5667,76.1,8.3,45,0,2.46,IN,1695756583
319,forster,-32.1667,152.5167,10.72,100,4,1.95,AU,1695756583
320,lata,40.1629,-8.3327,21.62,73,99,1.23,PT,1695756231
321,daru,-9.0763,143.2092,24.89,83,100,7.08,PG,1695756383
322,kalmunai,7.4167,81.8167,27.21,76,100,2.4,LK,1695756584
323,manakara,-22.1333,48.0167,21.01,87,0,3.48,MG,1695756585
324,victoria,22.2855,114.1577,29.62,81,70,4.47,HK,1695756468
325,naze,28.3667,129.4833,25.51,85,11,4.28,JP,1695756551
326,karratha,-20.7377,116.8463,26.16,30,48,6.17,AU,1695756279
327,turkestan,43.3333,68.25,19.04,36,0,5.11,KZ,1695756586
328,bilozerka,46.6248,32.4425,19.5,42,0,2.96,UA,1695756586
329,fontem,5.4685,9.8818,20.49,91,20,1.14,CM,1695756587
330,westport,41.1415,-73.3579,17.9,77,100,6.17,US,1695756398
331,gisborne,-38.6533,178.0042,10.35,90,100,1.38,NZ,1695756587
332,otelu rosu,45.5333,22.3667,21.91,59,9,2.16,RO,1695756588
333,kudahuvadhoo,2.6708,72.8944,28.01,78,19,4.56,MV,1695756588
334,bartica,6.4,-58.6167,32.18,51,92,3.04,GY,1695756588
335,glendive,47.1053,-104.7125,25.79,44,0,6.69,US,1695756589
336,sitia,35.2,26.0986,26.1,74,0,3.42,GR,1695756589
337,olinda,-8.0089,-34.8553,27.85,65,20,5.66,BR,1695756544
338,pacific grove,36.6177,-121.9166,25.12,77,40,4.02,US,1695756590
339,tsiombe,-25.3,45.4833,23.42,70,100,1.02,MG,1695756210
340,vorgashor,67.5833,63.95,1.6,79,97,1.66,RU,1695756233
341,darwin,-12.4611,130.8418,23.99,78,60,1.03,AU,1695756468
342,ulsteinvik,62.3432,5.8487,18.5,55,100,1.34,NO,1695755972
343,sukhinichi,54.0999,35.3425,10.48,76,83,1.24,RU,1695756592
344,freetown,8.484,-13.2299,26.75,85,92,2.79,SL,1695756092
345,antigonish,45.6169,-61.9986,17.12,71,0,1.34,CA,1695756377
346,tsetserleg,47.475,101.4542,-1.64,37,6,1.94,MN,1695756593
347,gokceada,40.2011,25.909,22.6,74,100,12.97,TR,1695756593
348,santander,43.4647,-3.8044,21.84,91,0,2.68,ES,1695756594
349,ola,59.5833,151.2833,3.9,76,88,2.23,RU,1695756226
350,itaituba,-4.2761,-55.9836,40.09,37,20,1.01,BR,1695756594
351,missoula,47.0166,-113.8009,15.91,51,71,3.34,US,1695756595
352,demak,-6.8909,110.6396,24.98,70,75,2.98,ID,1695756595
353,dubbo,-32.25,148.6167,8.07,87,23,2.57,AU,1695756595
354,sabang,5.8933,95.3214,27.78,78,100,7.7,ID,1695756596
355,kavaratti,10.5669,72.642,28.64,75,100,6.07,IN,1695756596
356,paoua,7.2427,16.4406,23.52,93,98,0.56,CF,1695756597
357,uludere,37.445,42.8617,19.43,28,2,2.21,TR,1695756597
358,vernon,50.2581,-119.2691,18.5,76,15,1.34,CA,1695756408
359,pimentel,-6.8367,-79.9342,25.16,61,0,9.77,PE,1695756352
360,dudinka,69.4058,86.1778,1.46,94,100,5.05,RU,1695756321
361,jiuquan,39.7432,98.5174,11.9,41,85,2.16,CN,1695756599
362,mhamid,29.82,-5.72,35.48,10,0,5.73,MA,1695756599
363,howrah,22.5892,88.3103,29.0,89,20,2.57,IN,1695756250
364,nova vicosa,-17.8919,-39.3719,27.54,69,100,6.99,BR,1695756230
365,lautoka,-17.6167,177.4667,22.92,94,75,2.06,FJ,1695756402
366,san martin,-33.081,-68.4681,17.3,17,4,3.84,AR,1695756601
367,morant bay,17.8815,-76.4093,33.79,69,70,4.6,JM,1695756601
